X1, X2, X3, X4, X5, X6, X7, X8, X9, X10, Output
0.45023891886562883,0.9979546352097448,0.22147222829595636,0.09827274825863264,0.21336337386796134,0.7049855591035343,0.9502561665046351,0.9544840169189014,0.9159577220454914,0.06301210210376196,1.0
0.7166848629812094,0.11258943513795328,0.7296802289334218,0.11860967703474978,0.8991283491436454,0.6785444213494523,0.4586982773538154,0.39765852090207354,0.32657452342478177,0.8699338039247609,0.0
0.42402062059806067,0.9605671159202291,0.07826606916223477,0.9609388577706532,0.8257690049421825,0.7894380120031103,0.870788522795656,0.5843188088507675,0.44112104029623944,0.21278221132775688,1.0
0.7688847628121559,0.21451698354674165,0.33765895690691783,0.14038718188393517,0.15188849220259926,0.7607932184618227,0.7182736250853577,0.16469229555573872,0.17709326959965221,0.39446030754441797,0.0
0.06281674292526374,0.22641695004471474,0.1788453359517369,0.6422685863214216,0.11736496101752925,0.6852792582813503,0.1771822814879428,0.6615516442624675,0.08594497831763259,0.6240469765688509,0.0
0.48237252827711685,0.7421261707577195,0.8695276161079777,0.23866493445039139,0.21513720814256587,0.18340518399803507,0.17460432107188395,0.5605883916259873,0.8724346609900965,0.2721663296044531,0.0
0.06802515130385767,0.574768020479058,0.8342484100451999,0.29312793798385883,0.5865327316086949,0.8458497759658766,0.7948567393633947,0.6613321809121928,0.6433728607622635,0.2251359775895475,1.0
0.4083460452154585,0.3925922127664484,0.17843672252257814,0.27007340514800837,0.27332396591535835,0.09465051047214135,0.6727542509314242,0.5580262759697392,0.7956409199657721,0.6927220408234034,0.0
0.9181775848359155,0.19728546055676122,0.15462242223058498,0.3587338684384226,0.7715829954443624,0.5166643834203698,0.07900058550285138,0.9461835591572523,0.11809630730180865,0.6409338556559698,0.0
0.6475505663911535,0.16347021999082778,0.3340675716675251,0.7630358642239118,0.5790580214537545,0.4478120279258341,0.9084100745492389,0.27785608108698245,0.7768108797782711,0.3626455817819437,1.0
0.5997960666308255,0.6909471628347695,0.1294104954069797,0.4880965345489432,0.16122216305418657,0.4357173944061762,0.4688559380028393,0.5497178971919515,0.6262523119772264,0.9613290610039715,1.0
0.4403099862699653,0.7835264374790109,0.4848910177184653,0.06286556769606522,0.43653668011499247,0.7091422675951806,0.08113998634395636,0.8420756931202817,0.030151730062513593,0.7867623001471978,0.0
0.5982877790086121,0.18169838894087598,0.9609070865719888,0.4758384345758554,0.5785829679983675,0.7349931215141353,0.3380258885655457,0.8437588657372198,0.6180645853180498,0.041701465350555966,1.0
0.5295510293047594,0.09078913306267211,0.670282105066962,0.07154679304855738,0.8653541454492099,0.11439124746371376,0.4913171331513799,0.5112258778865778,0.13446258191308413,0.12202197292135675,0.0
0.08558648951058323,0.9874284326426348,0.010452992535587513,0.49010147098249257,0.3128060548643118,0.5305703381308281,0.28933067393756007,0.03503645452216442,0.009188900034354464,0.31192633051946483,0.0
0.7660428959415339,0.6672631296172822,0.2883251135754954,0.2639964919906902,0.04499972953855691,0.8411121768731469,0.5439268860428719,0.3863496340552366,0.9031731476653516,0.006741331616307078,1.0
0.20757093245511682,0.6586923364265792,0.25374569952955306,0.41655463173767215,0.06512245134033645,0.14444266957639273,0.21745512298039193,0.6126340740220461,0.7250369289588254,0.23623838962542354,0.0
0.864826380926563,0.7204401601219736,0.6011483887074399,0.7481537066520764,0.13522936392086882,0.8544619343178961,0.14375295828150114,0.6663176769526754,0.6799965453231247,0.5979839418696301,1.0
0.9432984332504055,0.5787863997781172,0.03865391874572921,0.26265638777593203,0.13224123155458756,0.7542113829590217,0.3899307589960278,0.16288567563876566,0.4941249320539902,0.8230965329774644,1.0
0.4953970513595636,0.693733494744694,0.6255683823936753,0.9452933226467627,0.4290006526619379,0.9738228222896559,0.22905353502503478,0.6536577264149773,0.7892951491734278,0.594187303294484,1.0
0.14147560766692446,0.9800900170330091,0.11808196284118933,0.22894273395249942,0.6960208737206983,0.8469669560507445,0.370204141557108,0.19795512140043225,0.9712716934546403,0.18065347677829058,0.0
0.10150160094886618,0.6035174524976541,0.8115795854127738,0.815458987767437,0.07905272902243554,0.18657418959031113,0.907465200619953,0.267287484628998,0.37968520083874147,0.10908846194707111,0.0
0.6353045137456557,0.713052776595138,0.6311705653427245,0.15835100124988932,0.42158436986210823,0.6639501329635693,0.18448069626897357,0.29415593765398207,0.13515818842764715,0.865308226265211,0.0
0.1714824562423739,0.5479445228963571,0.39758408581397764,0.18380689719610177,0.16880084160901865,0.7452160082850384,0.48898833187442026,0.30856157228826375,0.5665679608296551,0.3123970417304417,0.0
0.9196123688157068,0.9977781107298003,0.45250590261436174,0.3845859014762526,0.8337009029278708,0.9468205671564244,0.4028889156024804,0.30059524658171,0.5853918887859337,0.8658674765867918,1.0
0.7013933542361778,0.032363468622209624,0.021979489003671193,0.10256777916407478,0.37315461070433287,0.39022347814383485,0.02171625305234315,0.05829179726266798,0.706614216442325,0.2726451133176151,0.0
0.2507899456905621,0.40981873423427473,0.2788103374870309,0.8761695438735946,0.48246784046544733,0.9672608421419894,0.8360914960440375,0.766131405131381,0.6564093777497846,0.31432436582297263,1.0
0.7455865087158621,0.9169908053953143,0.6562270381201187,0.9328115441095989,0.6133774185477185,0.7228760109462397,0.9088810680669399,0.7701883949796184,0.23397236625982654,0.10798566853285785,1.0
0.025903905675586203,0.4755036381268696,0.12723396242046636,0.03985574167617778,0.7965458699416664,0.5585595176302662,0.4367283162032345,0.5104534527945992,0.8149271842937994,0.8597189824489148,0.0
0.013543326235613051,0.6849585086368503,0.7161947699904814,0.7915640435849775,0.7792837557907311,0.5823508445280742,0.3331106763920414,0.7152013309335779,0.36785153656776426,0.8892811092534227,1.0
